date,category,operated_by,payment_mode,payment_location,volume,value,unit,note
09-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,32.23,3626.67,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,NPCI Operated,NETC,,110.62,192.0,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,NPCI Operated,UPI,,4077.12,71078.45,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,RBI Operated,NEFT,,289.0359,155553.152021842,"value in INR Crores, volume in Lakhs",
09-11-2023,Payment Transactions,RBI Operated,RTGS,,10.7865,613474.095790307,"value in INR Crores, volume in Lakhs",
09-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.06895,269031.08,"value in INR Crores, volume in Lakhs",
09-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06852,645275.31,"value in INR Crores, volume in Lakhs",
09-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00681,30060.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
09-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,239.25,8653.26,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,CTS,,26.92,27366.59,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,16.93413,509.4934391,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,AePS,,0.49,19.5,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.11144,48.7196494,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.95201,19.0613165,"value in INR Crores, volume in Lakhs",
08-11-2023,Cash Withdrawal,NPCI Operated,AePS,,39.65,1119.45,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,42.09627,1131.3548094999999,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,40.97983,3152.3859374999997,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,35.91406,1665.9681877,"value in INR Crores, volume in Lakhs",
08-11-2023,Cash Withdrawal,NPCI Operated,NFS,,130.01,6059.3,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,BBPS,,46.67,1084.15,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,43.01,4145.21,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,IMPS,,180.92,22440.23,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,210.15,16384.88,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,NETC,,106.3,186.4,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,NPCI Operated,UPI,,4051.05,69096.38,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,RBI Operated,NEFT,,301.13271,151792.151128914,"value in INR Crores, volume in Lakhs",
08-11-2023,Payment Transactions,RBI Operated,RTGS,,10.20757,536433.16511866,"value in INR Crores, volume in Lakhs",
08-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.080815,289327.44999999995,"value in INR Crores, volume in Lakhs",
08-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06978,632762.959,"value in INR Crores, volume in Lakhs",
08-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00708,32105.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
07-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,16.84818,526.9136376,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,AePS,,0.37,16.29,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.1896300000000002,59.268096400000005,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.9161900000000001,17.4555868,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,CTS,,27.61,28766.96,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,39.9799,1043.991187,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,41.861439999999995,3513.6961630000005,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,33.98886,1581.9340814,"value in INR Crores, volume in Lakhs",
07-11-2023,Cash Withdrawal,NPCI Operated,NFS,,120.68,5543.58,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,BBPS,,46.95,1079.24,"value in INR Crores, volume in Lakhs",
07-11-2023,Cash Withdrawal,NPCI Operated,AePS,,34.62,993.82,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,IMPS,,172.5,21992.04,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,RBI Operated,RTGS,,10.25056,564534.312276543,"value in INR Crores, volume in Lakhs",
07-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00464,14465.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
07-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06035,613597.478,"value in INR Crores, volume in Lakhs",
07-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.078255,292006.26,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,282.54,7470.969999999999,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,RBI Operated,NEFT,,309.39605,146149.15025446398,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,UPI,,3932.25,68423.73,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,NETC,,101.54,180.66,"value in INR Crores, volume in Lakhs",
07-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,82.94,8328.86,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,NPCI Operated,CTS,,28.57,27120.56,"value in INR Crores, volume in Lakhs",
06-11-2023,Cash Withdrawal,NPCI Operated,AePS,,32.22,921.19,"value in INR Crores, volume in Lakhs",
06-11-2023,Cash Withdrawal,NPCI Operated,NFS,,115.57,5249.56,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,54.978989999999996,2504.2911884000005,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,64.40598,5067.1684162,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,56.64063,1546.3846483,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,24.98006,718.4113417,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.02569,19.494696700000002,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.91944,34.875819299999996,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,NPCI Operated,AePS,,0.32,14.2,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,NPCI Operated,BBPS,,48.94,1106.68,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,NPCI Operated,IMPS,,174.54,22104.56,"value in INR Crores, volume in Lakhs",
06-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00516,37730.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
06-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,65.17,5629.12,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,NPCI Operated,NETC,,99.89,174.22,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,NPCI Operated,UPI,,3887.21,68024.65,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,RBI Operated,NEFT,,256.45393,143802.49680111298,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,RBI Operated,RTGS,,10.43801,619859.684449945,"value in INR Crores, volume in Lakhs",
06-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.08003,285271.71,"value in INR Crores, volume in Lakhs",
06-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06318,659009.021786,"value in INR Crores, volume in Lakhs",
06-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,197.01999999999998,9214.47,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,12.97214,345.02480399999996,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,AePS,,0.28,12.200000000000001,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.88035,30.053300200000002,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.0752899999999999,18.543315200000002,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,CTS,,,,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.88679,1019.3243406,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,34.753479999999996,2077.3768876,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,35.0835,1474.3296259999997,"value in INR Crores, volume in Lakhs",
05-11-2023,Cash Withdrawal,NPCI Operated,NFS,,113.0,4790.32,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,BBPS,,39.65,774.86,"value in INR Crores, volume in Lakhs",
05-11-2023,Cash Withdrawal,NPCI Operated,AePS,,25.45,687.13,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,IMPS,,154.87,14021.41,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,RBI Operated,RTGS,,0.97226,8965.143001091,"value in INR Crores, volume in Lakhs",
05-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
05-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
05-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,1.21,241.87,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,RBI Operated,NEFT,,118.63879,18831.476194194,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,UPI,,3980.92,55497.82,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,NETC,,107.19,189.62,"value in INR Crores, volume in Lakhs",
05-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,187.73,19566.6,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,CTS,,22.97,24510.34,"value in INR Crores, volume in Lakhs",
04-11-2023,Cash Withdrawal,NPCI Operated,NFS,,117.02,5391.75,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,32.8533,1468.4522894,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,35.368970000000004,2815.5773679999998,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.32418,1010.569658,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,13.858669999999998,431.2441056,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.02186,18.2347301,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.06823,51.1495383,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,AePS,,0.29000000000000004,13.9,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,BBPS,,43.18,914.51,"value in INR Crores, volume in Lakhs",
04-11-2023,Cash Withdrawal,NPCI Operated,AePS,,28.72,827.44,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,IMPS,,170.62,21007.13,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,RBI Operated,RTGS,,7.71825,192112.316033587,"value in INR Crores, volume in Lakhs",
04-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.0,0.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
04-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.00114,6165.36,"value in INR Crores, volume in Lakhs",
04-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.0,0.0,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,65.2,3660.47,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,RBI Operated,NEFT,,218.22083,89253.207002596,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,UPI,,3994.62,67589.37,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,NETC,,110.55,193.6,"value in INR Crores, volume in Lakhs",
04-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,34.36,5276.23,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,NPCI Operated,CTS,,21.93,25991.13,"value in INR Crores, volume in Lakhs",
03-11-2023,Cash Withdrawal,NPCI Operated,NFS,,113.04,5169.38,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,33.05229,1529.6053335000001,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,43.747310000000006,3702.0796431,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,39.425799999999995,995.8394129000001,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,18.111980000000003,585.7590272,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.85396,15.503793,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.99134,42.8243354,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,NPCI Operated,AePS,,0.29000000000000004,14.08,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,NPCI Operated,BBPS,,45.25,943.75,"value in INR Crores, volume in Lakhs",
03-11-2023,Cash Withdrawal,NPCI Operated,AePS,,29.92,858.59,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,NPCI Operated,IMPS,,172.13,21357.5,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,NPCI Operated,NACH Credit,,91.83,4512.99,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,NPCI Operated,NETC,,104.21,189.08,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,NPCI Operated,UPI,,3901.06,65932.18,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,RBI Operated,NEFT,,246.70546,133963.547200058,"value in INR Crores, volume in Lakhs",
03-11-2023,Payment Transactions,RBI Operated,RTGS,,9.25829,554563.797321482,"value in INR Crores, volume in Lakhs",
03-11-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.08553,338716.06,"value in INR Crores, volume in Lakhs",
03-11-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06462,670642.298,"value in INR Crores, volume in Lakhs",
03-11-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00549,29265.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
03-11-2023,Payment Transactions,NPCI Operated,NACH Debit,,111.79,7422.87,"value in INR Crores, volume in Lakhs",
02-11-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,39.25797000000001,987.2194329,"value in INR Crores, volume in Lakhs",
02-11-2023,Payment Transactions,NPCI Operated,AePS,,0.28,14.36,"value in INR Crores, volume in Lakhs",
02-11-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.1172600000000001,50.4872008,"value in INR Crores, volume in Lakhs",
