fiscal_year,year,month,phase,sale_period,state,city,election,transaction_type,bond_type,total_bonds,value_of_bonds,units,note
2021-22,2021,April,16,01st April to 20th April 2021,Telangana,Hyderabad,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,Maharashtra,Mumbai,No Elections,Sold/ Purchased,Ten Lakh Bond,15,15000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,24,24000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,West Bengal,Kolkata,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,137,137000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,Telangana,Hyderabad,No Elections,Redeemed/ Encashed,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,Ten Lakh Bond,8,8000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,124,124000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2021-22,2021,April,16,01st April to 20th April 2021,West Bengal,Kolkata,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,80,80000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Crore Bond,17,170000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,One Crore Bond,60,600000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,One Crore Bond,1,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Telangana,Hyderabad,No Elections,Sold/ Purchased,One Crore Bond,20,200000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Rajasthan,Jaipur,No Elections,Sold/ Purchased,One Crore Bond,5,50000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,35,350000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,130,1300000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Delhi,New Delhi,Assembly Elections,Sold/ Purchased,One Crore Bond,11,110000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,One Crore Bond,67,670000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Tamil Nadu,Chennai,No Elections,Redeemed/ Encashed,One Crore Bond,80,800000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Telangana,Hyderabad,No Elections,Redeemed/ Encashed,One Crore Bond,90,900000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Delhi,New Delhi,Assembly Elections,Redeemed/ Encashed,One Crore Bond,25,250000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Bihar,Patna,Assembly Elections,Redeemed/ Encashed,One Crore Bond,2,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Delhi,New Delhi,Assembly Elections,Sold/ Purchased,One Lakh Bond,9,900000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Delhi,New Delhi,Assembly Elections,Redeemed/ Encashed,One Lakh Bond,9,900000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Delhi,New Delhi,Assembly Elections,Sold/ Purchased,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Delhi,New Delhi,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,9,9000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Bihar,Patna,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,8,8000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Delhi,New Delhi,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,18,18000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2020-21,2020,October,14,19th October to 28th October 2020,Bihar,Patna,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,4,4000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Crore Bond,7,70000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,One Crore Bond,1,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Rajasthan,Jaipur,No Elections,Sold/ Purchased,One Crore Bond,2,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,14,140000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Uttar Pradesh,Lucknow,No Elections,Sold/ Purchased,One Crore Bond,20,200000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Delhi,New Delhi,Assembly Elections,Sold/ Purchased,One Crore Bond,21,210000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Delhi,New Delhi,Assembly Elections,Redeemed/ Encashed,One Crore Bond,57,570000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Crore Bond,11,110000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Rajasthan,Jaipur,No Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Lakh Bond,17,1700000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Delhi,New Delhi,Assembly Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Delhi,New Delhi,Assembly Elections,Redeemed/ Encashed,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Lakh Bond,17,1700000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Rajasthan,Jaipur,No Elections,Sold/ Purchased,Ten Lakh Bond,12,12000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,12,12000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Delhi,New Delhi,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,Delhi,New Delhi,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,22,22000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2020,January,13,13th January to 22nd January 2020,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,Ten Lakh Bond,12,12000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Maharashtra,Mumbai,Assembly Elections,Sold/ Purchased,One Crore Bond,76,760000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Maharashtra,Mumbai,Assembly Elections,Redeemed/ Encashed,One Crore Bond,20,200000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,34,340000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,35,350000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Karnataka,Bengaluru,No Elections,Sold/ Purchased,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Telangana,Hyderabad,No Elections,Sold/ Purchased,One Crore Bond,40,400000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,175,1750000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Crore Bond,20,200000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Maharashtra,Mumbai,Assembly Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Maharashtra,Mumbai,Assembly Elections,Redeemed/ Encashed,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Lakh Bond,129,12900000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,One Lakh Bond,8,800000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Telangana,Hyderabad,No Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Lakh Bond,142,14200000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Maharashtra,Mumbai,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,55,55000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Maharashtra,Mumbai,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,49,49000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,62,62000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,35,35000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Telangana,Hyderabad,No Elections,Sold/ Purchased,Ten Lakh Bond,2,2000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,105,105000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,October,12,01st October to 10th October 2019,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,200,2000000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,353,3530000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Rajasthan,Jaipur,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,1,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,110,1100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,72,720000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Gujarat,Gandhinagar,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,16,160000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,736,7360000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,29,290000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Uttar Pradesh,Lucknow,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Crore Bond,36,360000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,May,10,06th May to 10th May 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,30,3000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Thousand Bond,4,4000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,One Thousand Bond,15,15000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,One Thousand Bond,9,9000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,One Thousand Bond,6,6000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,92,92000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Maharashtra,Mumbai,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,15,15000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,174,174000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,17,17000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,May,10,06th May to 10th May 2019,Rajasthan,Jaipur,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,28,28000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,1,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,2,2000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Gujarat,Gandhinagar,Lok Sabha Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,6,6000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,234,234000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,49,49000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Redeemed/ Encashed,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,May,10,06th May to 10th May 2019,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,Ten Thousand Bond,6,60000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,Ten Thousand Bond,2,20000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,May,10,06th May to 10th May 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,Ten Thousand Bond,4,40000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,466,4660000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,41,410000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Karnataka,Bengaluru,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,23,230000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,237,2370000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,171,1710000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Rajasthan,Jaipur,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,8,80000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,146,1460000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Assam,Guwahati,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,2,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Gujarat,Gandhinagar,Lok Sabha Elections,Sold/ Purchased,One Crore Bond,68,680000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,122,1220000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,1004,10040000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,One Crore Bond,33,330000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Odisha,Bhubaneshwar,Assembly Elections,Sold/ Purchased,One Crore Bond,130,1300000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Odisha,Bhubaneshwar,Assembly Elections,Redeemed/ Encashed,One Crore Bond,63,630000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,40,4000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Maharashtra,Mumbai,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,15,1500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Karnataka,Bengaluru,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Tamil Nadu,Chennai,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,20,2000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Telangana,Hyderabad,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,1,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,370,37000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Goa,Panaji,Lok Sabha Elections,Sold/ Purchased,One Lakh Bond,30,3000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Telangana,Hyderabad,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,30,3000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,331,33100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2019,March,8,01st March to 15th March 2019,West Bengal,Kolkata,Lok Sabha Elections,Redeemed/ Encashed,One Lakh Bond,100,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
