year,host,worldcup_name,match_type,match_period,match_date,venue,venue_city,first_batting_team,second_batting_team,first_batting_team_score,second_batting_team_score,match_winner,winning_margin,winning_margin_type,winning_condition,season_winner
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,21-Feb-96,Colombo (SSC),Colombo,Zimbabwe,Sri Lanka,228 for 6,229 for 4,Sri Lanka,6,Wickets,With 78 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,22-Feb-96,Peshawar,Peshawar,England,Netherlands,279 for 4,230 for 6,England,49,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,04-Mar-96,Jaipur,Jaipur,Australia,West Indies,229 for 6,232 for 6,West Indies,4,Wickets,With 7 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,06-Mar-96,Lahore,Lahore,Pakistan,New Zealand,281 for 5,235,Pakistan,46,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,Quarter-final,Day,09-Mar-96,Faisalabad,Faisalabad,England,Sri Lanka,235 for 8,236 for 5,Sri Lanka,5,Wickets,With 56 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day Night,27-Feb-96,Wankhede,Mumbai,Australia,India,258,242,Australia,16,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,29-Feb-96,Karachi,Karachi,Pakistan,South Africa,242 for 6,243 for 5,South Africa,5,Wickets,With 34 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,Quarter-final,Day,11-Mar-96,Karachi,Karachi,West Indies,South Africa,264 for 8,245,West Indies,19,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,Final,Day Night,17-Mar-96,Lahore,Lahore,Australia,Sri Lanka,241 for 7,245 for 3,Sri Lanka,7,Wickets,With 22 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,Quarter-final,Day Night,09-Mar-96,Bengaluru,Bengaluru,India,Pakistan,287 for 8,248 for 9,India,39,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,03-Mar-96,Karachi,Karachi,England,Pakistan,249 for 9,250 for 3,Pakistan,7,Wickets,With 14 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,06-Mar-96,Kandy,Kandy,Sri Lanka,Kenya,398 for 5,254 for 7,Sri Lanka,144,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,02-Mar-96,Delhi,Delhi,India,Sri Lanka,271 for 3,272 for 4,Sri Lanka,6,Wickets,With 8 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,Quarter-final,Day Night,11-Mar-96,Chennai,Chennai,New Zealand,Australia,286 for 9,289 for 4,Australia,6,Wickets,With 13 balls remaining,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,29-Feb-96,Pune,Pune,Kenya,West Indies,166,93,Kenya,73,Runs,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,26-Feb-96,Patna,Patna,Zimbabwe,Kenya,45 for 3,,No result,,No result,,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,17-Feb-96,Colombo (RPS),Colombo,Sri Lanka,Australia,,,Sri Lanka,,Walkover win without a ball bowled,Walkover win Without a ball bowled,Sri Lanka
1995/96,India/Pakistan/Sri Lanka,Wills World Cup,League,Day,25-Feb-96,Colombo (RPS),Colombo,Sri Lanka,West Indies,,,Sri Lanka,,Walkover win without a ball bowled,Walkover win Without a ball bowled,Sri Lanka
