fiscal_year,country,category,value_rupee,value_usd,currency,unit,note
2006-07,Christmas Island,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Christmas Island,Import,5114.38,11.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Christmas Island,Trade Balance,-5114.38,-11.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cocos (Keeling) Islands,Export,75.15,0.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Colombia,Export,66164.64,149.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Colombia,Import,9906.82,22.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Colombia,Trade Balance,56257.82,127.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Comoros,Export,5176.63,11.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Comoros,Import,723.06,1.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Comoros,Trade Balance,4453.57,10.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Congo,Export,12701.93,28.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Congo,Import,7711.78,17.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Congo,Trade Balance,4990.15,11.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cook Islands,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cook Islands,Import,6.27,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cook Islands,Trade Balance,-6.27,-0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Costa Rica,Export,2327.84,5.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Costa Rica,Import,5543.14,12.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Costa Rica,Trade Balance,-3215.3,-7.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Croatia,Export,7496.16,16.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Croatia,Import,10491.41,23.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Croatia,Trade Balance,-2995.25,-6.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cuba,Export,5202.99,11.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cuba,Import,31.02,0.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cuba,Trade Balance,5171.97,11.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cyprus,Export,3444.99,7.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cyprus,Import,42760.88,96.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Cyprus,Trade Balance,-39315.89,-89.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Czech Republic,Export,14647.91,33.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Czech Republic,Import,38218.28,86.52,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Czech Republic,Trade Balance,-23570.37,-53.37,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Denmark,Export,58069.47,131.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Denmark,Import,36097,81.65,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Denmark,Trade Balance,21972.47,49.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Djibouti,Export,20583.32,46.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Djibouti,Import,276.38,0.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Djibouti,Trade Balance,20306.94,45.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Dominica,Export,201.02,0.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Dominica,Import,24.17,0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Dominica,Trade Balance,176.85,0.38,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Dominican Republic,Export,3939.75,8.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Dominican Republic,Import,113.62,0.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Dominican Republic,Trade Balance,3826.13,8.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ecuador,Export,5425.88,12.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ecuador,Import,7279,16.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ecuador,Trade Balance,-1853.12,-4.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Egypt,Export,111940.43,253.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Egypt,Import,164373.52,372.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Egypt,Trade Balance,-52433.09,-119.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,El Salvador,Export,1638.29,3.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,El Salvador,Import,301.75,0.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,El Salvador,Trade Balance,1336.54,2.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Equatorial Guinea,Export,6031.83,13.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Equatorial Guinea,Import,54101.17,122.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Equatorial Guinea,Trade Balance,-48069.34,-109,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Eritrea,Export,625.07,1.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Eritrea,Import,53.99,0.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Eritrea,Trade Balance,571.08,1.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Estonia,Export,5015.58,11.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Estonia,Import,2545.11,5.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Estonia,Trade Balance,2470.47,5.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ethiopia,Export,13491.83,30.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ethiopia,Import,1689.71,3.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ethiopia,Trade Balance,11802.12,26.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Falkland Islands,Export,98.37,0.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Falkland Islands,Import,2.04,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Falkland Islands,Trade Balance,96.33,0.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Faroe Islands,Export,1.05,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Faroe Islands,Import,7.35,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Faroe Islands,Trade Balance,-6.3,-0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Fiji,Export,3263.85,7.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Fiji,Import,20.63,0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Fiji,Trade Balance,3243.22,7.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Finland,Export,23035.36,52.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Finland,Import,71619.84,162.17,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Finland,Trade Balance,-48584.48,-110.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,France,Export,259521.22,587.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,France,Import,385317.47,871.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,France,Trade Balance,-125796.25,-283.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Guiana,Export,2.4,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Guiana,Import,0.06,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Guiana,Trade Balance,2.34,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Polynesia,Export,358.16,0.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Polynesia,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Polynesia,Trade Balance,358.16,0.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Southern And Antarctic Lands,Export,11.73,0.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Southern And Antarctic Lands,Import,0.73,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,French Southern And Antarctic Lands,Trade Balance,11,0.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gabon,Export,2185.34,4.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gabon,Import,9712.31,21.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gabon,Trade Balance,-7526.97,-17.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gambia,Export,4496.08,10.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gambia,Import,443.89,1.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gambia,Trade Balance,4052.19,9.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Georgia,Export,4544.4,10.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Georgia,Import,774.65,1.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Georgia,Trade Balance,3769.75,8.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Germany,Export,517048.1,1170.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Germany,Import,899555.14,2036.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Germany,Trade Balance,-382507.04,-865.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ghana,Export,106426.66,241.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ghana,Import,13753.7,31.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ghana,Trade Balance,92672.96,209.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gibraltar,Export,7685.17,17.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gibraltar,Import,0.1,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Gibraltar,Trade Balance,7685.07,17.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Greece,Export,47090.49,106.54,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Greece,Import,5703.23,12.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Greece,Trade Balance,41387.26,93.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Greenland,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Greenland,Import,7.97,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Greenland,Trade Balance,-7.97,-0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Grenada,Export,18.39,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Grenada,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Grenada,Trade Balance,18.39,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guadeloupe,Export,91.89,0.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guadeloupe,Import,8.76,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guadeloupe,Trade Balance,83.13,0.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guam,Export,470.27,1.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guam,Import,2.45,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guam,Trade Balance,467.82,1.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guatemala,Export,7445.64,16.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guatemala,Import,392.18,0.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guatemala,Trade Balance,7053.46,15.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guinea,Export,847.84,1.91,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guinea,Import,4326.83,9.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guinea,Trade Balance,-3478.99,-7.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guyana,Export,2254.15,5.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guyana,Import,2145.41,4.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Guyana,Trade Balance,108.74,0.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Haiti,Export,3045.35,6.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Haiti,Import,343.85,0.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Haiti,Trade Balance,2701.5,6.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Heard Island And Mcdonald Islands,Export,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Heard Island And Mcdonald Islands,Import,48.13,0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Heard Island And Mcdonald Islands,Trade Balance,-48.13,-0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Honduras,Export,15046.25,34.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Honduras,Import,219.13,0.49,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Honduras,Trade Balance,14827.12,33.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Hong Kong,Export,619137.61,1402.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Hong Kong,Import,279862.82,633.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Hong Kong,Trade Balance,339274.79,768.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Hungary,Export,15074.19,34.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Hungary,Import,20765.15,46.98,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Hungary,Trade Balance,-5690.96,-12.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iceland,Export,761.9,1.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iceland,Import,265.44,0.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iceland,Trade Balance,496.46,1.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Indonesia,Export,266052.27,602.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Indonesia,Import,600635.85,1359.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Indonesia,Trade Balance,-334583.58,-757.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iran,Export,114719.86,259.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iran,Import,850538.35,1927.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iran,Trade Balance,-735818.49,-1667.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iraq,Export,28352.58,64.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iraq,Import,468603.62,1061.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Iraq,Trade Balance,-440251.04,-997.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ireland,Export,28481.51,64.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ireland,Import,24646.53,55.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ireland,Trade Balance,3834.98,8.7,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Israel,Export,169973.28,384.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Israel,Import,113282.05,256.53,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Israel,Trade Balance,56691.23,128.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Italy,Export,436435.5,987.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Italy,Import,331850.36,751.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Italy,Trade Balance,104585.14,236.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ivory Coast,Export,16588.06,37.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ivory Coast,Import,6458.15,14.62,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Ivory Coast,Trade Balance,10129.91,22.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Jamaica,Export,2960.76,6.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Jamaica,Import,71.54,0.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Jamaica,Trade Balance,2889.22,6.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Japan,Export,348884.27,789.96,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Japan,Import,527378.25,1193.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Japan,Trade Balance,-178493.98,-403.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Jordan,Export,23171.32,52.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Jordan,Import,57346.84,129.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Jordan,Trade Balance,-34175.52,-77.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kazakhstan,Export,7557.56,17.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kazakhstan,Import,7585.06,17.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kazakhstan,Trade Balance,-27.5,-0.1,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kenya,Export,121081.08,274.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kenya,Import,6274.9,14.16,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kenya,Trade Balance,114806.18,259.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kiribati,Export,51.81,0.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kiribati,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kiribati,Trade Balance,51.81,0.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kuwait,Export,65834.62,148.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kuwait,Import,701942.49,1589.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kuwait,Trade Balance,-636107.87,-1440.3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kyrgyzstan,Export,2953.57,6.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kyrgyzstan,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Kyrgyzstan,Trade Balance,2953.57,6.64,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Laos,Export,356.91,0.82,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Laos,Import,7.09,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Laos,Trade Balance,349.82,0.81,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Latvia,Export,4828.95,10.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Latvia,Import,8895.75,20.18,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Latvia,Trade Balance,-4066.8,-9.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lebanon,Export,7786.8,17.63,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lebanon,Import,2039.2,4.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lebanon,Trade Balance,5747.6,13.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lesotho,Export,762.07,1.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lesotho,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lesotho,Trade Balance,762.07,1.72,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Liberia,Export,2255.78,5.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Liberia,Import,624.69,1.42,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Liberia,Trade Balance,1631.09,3.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Libya,Export,7692.09,17.44,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Libya,Import,30284.87,68.57,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Libya,Trade Balance,-22592.78,-51.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Liechtenstein,Export,40.09,0.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Liechtenstein,Import,14.87,0.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Liechtenstein,Trade Balance,25.22,0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lithuania,Export,4987.87,11.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lithuania,Import,702.68,1.59,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Lithuania,Trade Balance,4285.19,9.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Luxembourg,Export,882.4,1.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Luxembourg,Import,975.25,2.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Luxembourg,Trade Balance,-92.85,-0.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Macao,Export,142.01,0.31,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Macao,Import,55.14,0.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Macao,Trade Balance,86.87,0.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Madagascar,Export,5934.84,13.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2006-07,Madagascar,Import,3697.22,8.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
