fiscal_year,country,category,value_rupee,value_usd,currency,unit,note
2020-21,Trinidad And Tobago,Import,140758.28,189.34,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Trinidad And Tobago,Trade Balance,-85426.13,-114.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Tunisia,Export,195745.08,264.43,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Tunisia,Import,91566.33,123.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Tunisia,Trade Balance,104178.75,141.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turkey,Export,2923182.77,3951.93,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turkey,Import,1087902.63,1466.85,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turkey,Trade Balance,1835280.14,2485.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turkmenistan,Export,44425.89,60.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turkmenistan,Import,222.15,0.29,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turkmenistan,Trade Balance,44203.74,59.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turks And Caicos Island,Export,92.3,0.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turks And Caicos Island,Import,35.75,0.05,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Turks And Caicos Island,Trade Balance,56.55,0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Tuvalu,Export,1.86,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Tuvalu,Import,0,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Tuvalu,Trade Balance,1.86,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uae,Export,12333389.75,16677.21,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uae,Import,19635053.15,26621.9,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uae,Trade Balance,-7301663.4,-9944.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uganda,Export,496813.91,669.45,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uganda,Import,28676.33,38.61,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uganda,Trade Balance,468137.58,630.84,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Ukraine,Export,333835.21,450.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Ukraine,Import,1586497.92,2139.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Ukraine,Trade Balance,-1252662.71,-1689.15,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,United Kingdom,Export,6024488.44,8155.73,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,United Kingdom,Import,3661146.8,4954.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,United Kingdom,Trade Balance,2363341.64,3201.23,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Unspecified,Export,543337.93,733.33,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Unspecified,Import,41822.96,56.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Unspecified,Trade Balance,501514.97,676.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uruguay,Export,77428.92,104.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uruguay,Import,121053.13,163.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uruguay,Trade Balance,-43624.21,-58.97,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Usa,Export,38184450.66,51620.5,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Usa,Import,21372468.96,28885.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Usa,Trade Balance,16811981.7,22734.58,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uzbekistan,Export,207190.37,279.87,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uzbekistan,Import,11074.02,14.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Uzbekistan,Trade Balance,196116.35,264.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vanuatu,Export,1665.88,2.24,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vanuatu,Import,11.59,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vanuatu,Trade Balance,1654.29,2.22,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vatican City,Export,48.65,0.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vatican City,Import,14.75,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vatican City,Trade Balance,33.9,0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Venezuela,Export,412489.76,556.92,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Venezuela,Import,529493.36,714.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Venezuela,Trade Balance,-117003.6,-157.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vietnam,Export,3703485.43,4998.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vietnam,Import,4525374.65,6120.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Vietnam,Trade Balance,-821889.22,-1121.25,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Virgin Islands (Usa),Export,55932.54,74.94,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Virgin Islands (Usa),Import,63.26,0.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Virgin Islands (Usa),Trade Balance,55869.28,74.86,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Wallis And Futuna Islands,Export,17.05,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Wallis And Futuna Islands,Import,0.62,0,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Wallis And Futuna Islands,Trade Balance,16.43,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Yemen,Export,582439.67,785.28,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Yemen,Import,17161.45,23.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Yemen,Trade Balance,565278.22,761.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Zambia,Export,198740.63,268.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Zambia,Import,94448.74,126.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Zambia,Trade Balance,104291.89,141.67,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Zimbabwe,Export,130499.29,175.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Zimbabwe,Import,4194.33,5.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2020-21,Zimbabwe,Trade Balance,126304.96,169.77,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Afghanistan,Export,708458.31,997.27,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Afghanistan,Import,376560.82,529.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Afghanistan,Trade Balance,331897.49,467.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Albania,Export,31304.93,43.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Albania,Import,33538.46,47.47,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Albania,Trade Balance,-2233.53,-3.48,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Algeria,Export,431686.84,610.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Algeria,Import,1412219.43,1996.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Algeria,Trade Balance,-980532.59,-1386.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,All Countries,Export,221985349.4,313266.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,All Countries,Import,336095416.5,474669.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,All Countries,Trade Balance,-114110067.2,-161402.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,American Samoa,Export,2979.47,4.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,American Samoa,Import,2131.44,3,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,American Samoa,Trade Balance,848.03,1.19,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Andorra,Export,55.3,0.07,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Andorra,Import,24.05,0.03,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Andorra,Trade Balance,31.25,0.04,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Angola,Export,201921.22,284.75,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Angola,Import,2583209.31,3649.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Angola,Trade Balance,-2381288.09,-3364.26,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Anguilla,Export,31.64,0.01,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Anguilla,Import,68.72,0.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Anguilla,Trade Balance,-37.08,-0.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Antarctica,Export,15.09,0.02,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Antarctica,Import,53.3,0.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Antarctica,Trade Balance,-38.21,-0.06,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Antigua And Barbuda,Export,1549.6,2.09,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Antigua And Barbuda,Import,139.91,0.2,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Antigua And Barbuda,Trade Balance,1409.69,1.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Argentina,Export,542861.09,762.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Argentina,Import,1650963.41,2327.12,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Argentina,Trade Balance,-1108102.32,-1564.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Armenia,Export,28605,40.35,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Armenia,Import,1102.57,1.55,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Armenia,Trade Balance,27502.43,38.8,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Aruba,Export,7003.55,9.83,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Aruba,Import,215.67,0.32,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Aruba,Trade Balance,6787.88,9.51,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Australia,Export,2019787.28,2850.66,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Australia,Import,6918323.73,9781.79,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Australia,Trade Balance,-4898536.45,-6931.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Austria,Export,322884.52,455.13,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Austria,Import,445860.39,629.08,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Austria,Trade Balance,-122975.87,-173.95,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Azerbaijan,Export,37606.05,53.11,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Azerbaijan,Import,194303.53,273.89,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Azerbaijan,Trade Balance,-156697.48,-220.78,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bahamas,Export,43131.99,60.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bahamas,Import,10264.99,14.69,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bahamas,Trade Balance,32867,45.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bahrain,Export,396961.82,558.38,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bahrain,Import,299033.23,421.39,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bahrain,Trade Balance,97928.59,136.99,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bangladesh,Export,5817659.29,8198.76,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bangladesh,Import,897513.9,1264.36,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Bangladesh,Trade Balance,4920145.39,6934.4,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Barbados,Export,9043.07,12.6,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Barbados,Import,1046.92,1.46,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Barbados,Trade Balance,7996.15,11.14,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
2019-20,Belarus,Export,39502.12,55.71,"value_rupee in INR, value_usd in USD","value_rupee in Lakh, value_usd in Million",
